Real estate info,Real Estate Size(M^2),Real estate location,Price per M^2(mill),Total Price(bill),location
"Bán căn góc CC Hồng Hà Tower tại 89 Thịnh Liệt, diện tích 56m2 - 2N 2VS - giá 3,55 tỷ LH 0983 873 ***",56,"Hoàng Mai, Hà Nội","59,82 ",3.35,Hoàng Mai
Hàng cực hót căn hộ 2N2VS 77m2 CC Florence 28 Trần Hữu Dực giá 5.750 tỷ bao phí LH 0853 368 ***,77,"Nam Từ Liêm, Hà Nội","74,68 ",5.75,Nam Từ Liêm
"Bán căn hộ tòa A Hateco Hoàng Mai DT 90m2 3 ngủ 2 wc.Đầy đủ nội thất ,GIÁ 5,1 tỷ LH0983 873 ***",93,"Hoàng Mai, Hà Nội","54,84 ",5.1,Hoàng Mai
"Bán gấp CC 1PN + 1, 52,4m2 tại The Zenpark, Đông Dư, Gia Lâm giá 3,07 tỷ","52,4 ","Gia Lâm, Hà Nội","58,59 ",3.07,Gia Lâm
"Bán căn góc 2PN tòa CT2 CC Quốc Hội, Trần Hữu Dực nhà đẹp, NT cơ bản 93m2 giá rẻ. LH 0916 820 ***",93,"Nam Từ Liêm, Hà Nội","52,69 ",4.9,Nam Từ Liêm
"Bán căn 156m2 view cực đỉnh chung cư CT2 Xuân Phương Quốc Hội, Mỹ Đình giá 6,8 tỷ",156,"Nam Từ Liêm, Hà Nội","43,59 ",6.8,Nam Từ Liêm
Cần tiền gấp thanh khoản nhanh căn đầu tư DT 63.7m2 tại Masteri Vinhomes Smart City,"63,7 ","Nam Từ Liêm, Hà Nội","62,64 ",3.99,Nam Từ Liêm
Bán căn hộ 2PN chung cư Sunshine Palace,89,"Hoàng Mai, Hà Nội","61,57 ",5.48,Hoàng Mai
"(Giá thật) chính chủ bán căn 90,7m2 3PN + 2WC Full nội thất đẹp 5.99 tỷ cc The Tera An Hưng","90,7 ","Hà Đông, Hà Nội","66,04 ",5.99,Hà Đông
"Tổng hợp quỹ căn hộ 2 - 3 - 4PN CC Báo Nhân Dân, Trần Hữu Dực Mỹ Đình từ 48,2tr/m2. LH 0916 820 ***",98,"Nam Từ Liêm, Hà Nội","50,51 ",4.95,Nam Từ Liêm
"Bán CH Masteri Waterfront, 6,18 tỷ, 81,6 m2, một trong những Ngọc Nữ tại Vinhomes ocean park","81,6 ","Gia Lâm, Hà Nội","75,74 ",6.18,Gia Lâm
Bán căn hộ 4PN 3WC tòa S diện tích 172m2 lớn nhất dự án full nội thất tại chung cư Goldmark City,172,"Bắc Từ Liêm, Hà Nội","56,4 ",9.7,Bắc Từ Liêm
"Hot! Bán căn hộ Golden Field diện tích 74m2 2PN 2 vệ sinh, giá 4,750 tỷ đủ đồ. LH: 0846 692 *** E Hòa",74,"Nam Từ Liêm, Hà Nội","64,19 ",4.75,Nam Từ Liêm
"Chính chủ gửi bán căn 55m2 Mipec Rubik 124 Xuân Thuỷ đầy đủ đồ, tầng đẹp. LH 0846 692 ***",55,"Cầu Giấy, Hà Nội","98,18 ",5.4,Cầu Giấy
"Chính chủ bán căn G3.1615 thiết kế 1N + 1, 43m2, view bể bơi, Imperia Sola Park, chỉ 3,15tỷ bao phí",43,"Nam Từ Liêm, Hà Nội","73,26 ",3.15,Nam Từ Liêm
"Em chính chủ bán 1N + 46.2m2, 2,6 tỷ, tầng trung, sẵn sổ, hỗ trợ khách mua vay ngân hàng","46,2 ","Nam Từ Liêm, Hà Nội","56,28 ",2.6,Nam Từ Liêm
Duy nhất căn hộ chủ đi nước ngoài bán 3 ngủ căn góc The Zei Lê Đức Thọ giá rẻ LH: 0846 692 *** E Hoà,"106,3 ","Nam Từ Liêm, Hà Nội","88,01 ",9.36,Nam Từ Liêm
Nhà chính chủ em cần bán căn tầng cao tòa CT6B - KĐT Xa La Hà Đông 2PN 2VS nhà mới - Full nội thất,62,"Hà Đông, Hà Nội","44,36 ",2.75,Hà Đông
"Cắt Lỗ căn hộ 2 ngủ dự án Khai Sơn, diện tích 90m2, full đồ giá 5.55 tỷ LH: 0848 220 ***",90,"Long Biên, Hà Nội","61,67 ",5.55,Long Biên
"Bán căn hộ An Bình Plaza 97 Trần Bình căn góc hoa hậu 92m2 Full đồ, Giá 6,5 Tỷ Đồng LH: 0846 692 ***",92,"Nam Từ Liêm, Hà Nội","70,65 ",6.5,Nam Từ Liêm
"Chính chủ bán căn hộ Vinata Tower, Khuất Duy Tiến 120m2 - 3N 2VS -7 tỷ - tầng trung - full NT",120,"Cầu Giấy, Hà Nội","62,5 ",7.5,Cầu Giấy
Danh sách căn hộ đang bán có giá tốt mới cập nhật chính chủ từ ban quản lý Vinhomes Westpoint,90,"Nam Từ Liêm, Hà Nội",70,6.3,Nam Từ Liêm
"Siêu hời! Bán căn hộ 107m2, 3PN + 2WC tại Times Tower Lê Văn Lương, giá 8 tỷ vnd",107,"Thanh Xuân, Hà Nội","74,77 ",8,Thanh Xuân
"Siêu phẩm căn 3 ngủ Mulberry Lane, view Hồ Mỗ Lao. Giá 6,5 tỷ 127m2 và 2 VS, LH 0978,965831",127,"Hà Đông, Hà Nội","51,18 ",6.5,Hà Đông
Bán căn hộ 3PN 2WC 86m2 tầng trung view toàn cảnh hồ điều hoà chung cư An Bình City,86,"Bắc Từ Liêm, Hà Nội","75,81 ",6.52,Bắc Từ Liêm
"Chung cư ở ngay, đón Xuân cùng nhà Mới , sổ hồng chính chủ, Km số 8 Đại lộ Thăng Long. 0904 529 ***",93,"Hoài Đức, Hà Nội","44,09 ",4.1,Hoài Đức
"[ Tòa A2 ] ECOLIFE CAPITOL bán căn 112m2, 3PN2WC, full đồ hiện đại, giá 7.1 tỷ/ LH 0366 976 ***",112,"Nam Từ Liêm, Hà Nội","63,39 ",7.1,Nam Từ Liêm
"Bán căn hộ chung cư toà B11 Nam Trung Yên 65m2 , thiết kế 2 ngủ , 1 wc . Giá : 3,45 tỷ",65,"Cầu Giấy, Hà Nội","53,08 ",3.45,Cầu Giấy
"Hiếm!!! Bán căn hộ chung cư 126 m2,3 PN tòa Viện Chiến Lược,số 5 Tú Mỡ,Nguyễn Chánh,0904 760 ***",126,"Cầu Giấy, Hà Nội","58,33 ",7.35,Cầu Giấy
"Tin thật. Bán gấp dự án MD Complex Mỹ Đình 157m2 3PN. Full NT, sẵn sổ. Giá 8 tỷ. LH 0964 460 ***",157,"Nam Từ Liêm, Hà Nội","50,96 ",8,Nam Từ Liêm
"0971 085 *** chính chủ bán CH Roman Plaza 69,1m2 - 4,8 tỷ & 78,7m - 5,2 tỷ có NT đẹp SĐCC tầng trung","69,1 ","Nam Từ Liêm, Hà Nội","69,46 ",4.8,Nam Từ Liêm
"Gia đình cần bán căn hộ 120m2 giá 7tỷ tại Mulberry Lane Hà Đông, 3 ngủ 2 wc, bao phí sang tên",130,"Hà Đông, Hà Nội","53,85 ",7,Hà Đông
Bán căn hộ 2PN 85m2 chung cư Sunshine Garden,85,"Hai Bà Trưng, Hà Nội","62,12 ",5.28,Hai Bà Trưng
Chính chủ bán căn góc 3PN chung cư 283 Khương Trung - đầy đủ nội thất - SĐCC,92,"Thanh Xuân, Hà Nội","52,17 ",4.8,Thanh Xuân
"Chuyển nhà chủ cần bán căn 62m2 căn 2PN 1WC toà CT7G Dương Nội, Hà Đông 3.1 tỷ",62,"Hà Đông, Hà Nội",50,3.1,Hà Đông
Chính chủ gửi bán căn hộ 3pn Victoria giá mềm nhất,97,"Hà Đông, Hà Nội","54,12 ",5.25,Hà Đông
"bán căn hộ 3 phòng ngủ nơ 7a bán đảo linh đàm , DT 75m2-, full đồ nội thất mới , sổ đỏ",75,"Hoàng Mai, Hà Nội","58,93 ",4.42,Hoàng Mai
Mình cần bán gấp CH tòa SDU số 143 Trần Phú ngay chân tàu điện trên cao Văn Quán 2n 2wc giá 2.88 tỷ,51,"Hà Đông, Hà Nội","56,47 ",2.88,Hà Đông
"Hiếm! Chỉ 4,4 tỷ sở hữu căn hộ 3 ngủ view hồ Quận Uỷ, nhận nhà ở ngay, sổ đỏ trao tay, Long Biên","75,5 ","Long Biên, Hà Nội","58,28 ",4.4,Long Biên
Bán gấp CH Mỹ Đình Plaza 2 - 2n giá chỉ từ 5.5 tỷ full nội thất siêu đẹp,80,"Nam Từ Liêm, Hà Nội","68,75 ",5.5,Nam Từ Liêm
"Giảm giá bán gấp CHCC phố Nguyễn Tuân, Thanh Xuân. DT 120m2, 3PN + 2WC, căn góc, giá 6.6 tỷ",120,"Thanh Xuân, Hà Nội",55,6.6,Thanh Xuân
Đừng lu bu bỏ qua SDU căn hộ tầng trung rộng 52m2 giá 2 tỷ 8 thiết kế 2pn 2vs,52,"Hà Đông, Hà Nội","55,38 ",2.88,Hà Đông
"Chính chủ bán nhanh chung cư Cao cấp Tòa T4 Thăng Long Capital, giao dịch trước tết. Giá hấp dẫn","98,6 ","Hoài Đức, Hà Nội","51,72 ",5.1,Hoài Đức
"Chỉ 4,3 tỉ sở hữu ngay CH CBCS Bộ Công An 2PN 70m nội thất full đẹp",70,"Bắc Từ Liêm, Hà Nội","61,43 ",4.3,Bắc Từ Liêm
"Bán CC GoldSilk Complex, 6,8 tỷ, 128m2 tại Cầu Am, Hà Đông, HN chính chủ uy tín",128,"Hà Đông, Hà Nội","53,12 ",6.8,Hà Đông
"Chuyển công tác xa tôi bán căn hộ 3PN, 2 WC tầng trung CC Hà Nội Center Point mua bán trực tiếp",90,"Thanh Xuân, Hà Nội","83,33 ",7.5,Thanh Xuân
Chính chủ gửi bán 3PN 98m2 thông thủy kính full phòng khách 7 tỷ tỷ Sunshine City Ciputra,98,"Bắc Từ Liêm, Hà Nội","71,43 ",7,Bắc Từ Liêm
"Bán gấp căn hộ Garden Hill Trần Bình 66m2 2PN 2WC Full nội thất. Giá tốt 4,46tỷ. LH 0964 460 ***",66,"Nam Từ Liêm, Hà Nội","67,58 ",4.46,Nam Từ Liêm
"0971 085 *** chính chủ bán CH Times Tower DT 103m 3PN 2VS Full NT SĐCC có lot ô tô 7,5 tỷ hướng ĐN",103,"Thanh Xuân, Hà Nội","72,82 ",7.5,Thanh Xuân
"Bán căn hộ 3PN, 2WC, 86m2 tại Mon City, 6 tỷ, Nam Từ Liêm, Hà Nội",86,"Nam Từ Liêm, Hà Nội","69,77 ",6,Nam Từ Liêm
"Bán CH The Legend 109 Nguyễn Tuân, diện tích 105,2m2 thiết kế 3 ngủ + 2 vệ sinh, full nt giá 8,9 tỷ","105,2 ","Thanh Xuân, Hà Nội","84,6 ",8.9,Thanh Xuân
Chính chủ bán cực nhanh: 3N (95m2 - chỉ 4tỷ) hợp VC trẻ ở luôn Gemek cách BigC Mỹ Đình 5km,95,"Hoài Đức, Hà Nội","42,1 ",4,Hoài Đức
"Bán CHCC K35 Tân Mai. DT 90m2, 3PN 2WC. Căn góc cực thoáng. View hồ Đền Lừ",90,"Hoàng Mai, Hà Nội","62,22 ",5.6,Hoàng Mai
"Sở hữu căn góc 3 ngủ ban công Đông Nam, view Vinhomes, tầng cao, trung tâm Việt Hưng, LB chỉ 4 tỷ","79,06 ","Long Biên, Hà Nội","50,59 ",4,Long Biên
"Quỹ căn đặc biệt dự án Viha Complex - Viha Leciva, cam kết rẻ nhất, cập nhật 24/24: 0988 160 ***",72,"Thanh Xuân, Hà Nội",90,6.48,Thanh Xuân
"Bán CC N01T2 Ngoại Giao Đoàn, diện tích 110m2. Giá 9.X tỷ. Tell 0934 288 ***",110,"Bắc Từ Liêm, Hà Nội","86,36 ",9.5,Bắc Từ Liêm
Chính chủ bán CH 2N 4.5 tỷ 67m2 tại HD Mon nội thất siêu xịn,67,"Nam Từ Liêm, Hà Nội","67,16 ",4.5,Nam Từ Liêm
Chính chủ bán căn ngoại giao 1506 DT 97.23m2 dự án Viha Leciva hướng Đông Nam. LH 0988 160 ***,97,"Thanh Xuân, Hà Nội",98,9.51,Thanh Xuân
Chính chủ cần bán căn hộ 3N 105m2 hướng Đông Nam view thoáng tòa ZR1. Giá chỉ 6.2 tỷ LH 0376 368 ***,105,"Gia Lâm, Hà Nội","59,05 ",6.2,Gia Lâm
Cần bán nhanh căn TT 110m2 đường Nguyễn Trãi Thanh Xuân,110,"Thanh Xuân, Hà Nội","43,64 ",4.8,Thanh Xuân
"Chỉ 4.6 - 5 tỷ sở hữu căn 2 phòng ngủ, 2vs chung cư 789 Xuân Đỉnh, Ngoại Giao Đoàn. LH: 0966 539 ***",61,"Bắc Từ Liêm, Hà Nội","75,41 ",4.6,Bắc Từ Liêm
"Bán căn góc 3 PN chung cư Smile Building - góc 2 mặt thoáng, sổ đỏ chính chủ",93,"Hoàng Mai, Hà Nội","58,06 ",5.4,Hoàng Mai
"Bán gấp căn hộ chung cư S = 74m2, 2PN, 2WC tại tòa CT6 Hà Đông. Giá 2,05 tỷ",74,"Hà Đông, Hà Nội","27,7 ",2.05,Hà Đông
"Bán Căn hộ Iris Garden, Trần Hữu Dực, 4,4 tỷ, 62m2, 2PN view đẹp, pháp lý đầy đủ",62,"Nam Từ Liêm, Hà Nội","70,97 ",4.4,Nam Từ Liêm
"Chủ vừa bán vùa lĩ xì đầu năm căn góc 156m full nội thất tai chung cư CT2 Xuân Phương giá 6,85 tỷ",156,"Nam Từ Liêm, Hà Nội","43,91 ",6.85,Nam Từ Liêm
Bán CC 789 gần Mỹ Đình 96m2 3PN full đồ mới 100% giá 4.6 tỷ chủ cần bán gấp TL cực sâu,96,"Bắc Từ Liêm, Hà Nội","47,92 ",4.6,Bắc Từ Liêm
Hiếm. Bán gấp căn hộ Mỹ Đình Plaza 2 Phạm Hùng 78m 2PN sẵn sổ full nội thất giá 4.9tỷ LH 0964 460 ***,78,"Nam Từ Liêm, Hà Nội","62,82 ",4.9,Nam Từ Liêm
"Chính chủ cần bán 2PN Senique, hướng ĐN, view thoáng. LH: 0812 818 ***",54,"Gia Lâm, Hà Nội","85,18 ",4.6,Gia Lâm
Chính chủ bán căn hộ toà CT1B Hateco- diện tích 52m2- thiết kế 2 phòng ngủ- nhà đẹp bàn giao ngay,52,"Nam Từ Liêm, Hà Nội","61,54 ",3.2,Nam Từ Liêm
Bán căn hộ góc 3PN 128m2 chung cư Sunshine Garden,128,"Hai Bà Trưng, Hà Nội","62,5 ",8,Hai Bà Trưng
"Cần bán CH tầng trung, 2N2VS tại dự án Ecolife 58 Tố Hữu, DT 75m2, sổ đỏ. Giá 5,5 tỷ. Lh 0866 839 ***",75,"Nam Từ Liêm, Hà Nội","73,33 ",5.5,Nam Từ Liêm
"Siêu phẩm dự án Hà Nội Centerpoint, căn góc 90m2, 3N2VS, full nội thất đẹp. Giá 6,8tỷ LH 0866 839 ***",90,"Thanh Xuân, Hà Nội","75,56 ",6.8,Thanh Xuân
"Siêu phẩm HH2 Bắc Hà 133m2, 3 ngủ full nội thất xịn xò, giá tốt, sổ đỏ sẵn GD. LH: 0987 362 ***",133,"Nam Từ Liêm, Hà Nội","45,11 ",6,Nam Từ Liêm
"Bán CC Ecolife Capitol, Tố Hữu, 75m2, 2PN full đồ, tầng trung view thoáng, giá rẻ. LH: 0987 362 ***",75,"Nam Từ Liêm, Hà Nội",60,4.5,Nam Từ Liêm
"Bán quỹ CHCC giá rẻ nhất 1PN, 2PN, 3PN, 4PN Vinhomes Gardenia giá rẻ nhất thị trường LH: 0906 241 ***",86,"Nam Từ Liêm, Hà Nội","62,79 ",5.4,Nam Từ Liêm
Thăng Long N1 cập nhật quỹ căn 2N- 3N DT 87m-95m-108m- 112m- 117m- 119m-131m-162m- giá bán 6 -9 tỷ,117,"Cầu Giấy, Hà Nội","59,83 ",7,Cầu Giấy
"Chính chủ bán gấp trong tháng căn hộ studio, tòa A Masteri West Heights giá 1.8 tỷ. LH 0925 128 ***",29,"Nam Từ Liêm, Hà Nội","62,07 ",1.8,Nam Từ Liêm
Royal City cập nhật quỹ căn hộ đang giao bán. DT 96m - 100m - 109m - 112m - 118m - giá 7.8 tỷ,96,"Thanh Xuân, Hà Nội","81,25 ",7.8,Thanh Xuân
"Bán CH 3PN tại chung cư 789 Mỹ Đình, 115m2 tầng trung ban công hướng mát, full nội thất giá 5 tỷ",115,"Nam Từ Liêm, Hà Nội","43,48 ",5,Nam Từ Liêm
"Cần bán căn hộ khu nhà ở xã hộ Hưng Thịnh, Kiến Hưng, Hà Đông, 2PN, 56m2, sổ lâu dài",56,"Hà Đông, Hà Nội","41,07 ",2.3,Hà Đông
Quỹ căn bán lớn nhất dự án Hoàng Thành Pearl - đơn giá từ 75tr/m2,108,"Nam Từ Liêm, Hà Nội","59,26 ",6.4,Nam Từ Liêm
"Chính chủ cần bán gấp trong tháng căn 2PN SA5 The Sakura, DT 66m2 giá 3,4 tỷ. Liên hệ 0925 128 ***","66,6 ","Nam Từ Liêm, Hà Nội","51,05 ",3.4,Nam Từ Liêm
"Em chính chủ bán 4PN 142m2 tại đường 32, Hoài Đức, Hà Nội, giá ưu đãi 8 tỷ VND",142,"Hoài Đức, Hà Nội","56,34 ",8,Hoài Đức
"Bán căn 2PN chung cư Amber Riverside, Hai Bà Trưng",83,"Hai Bà Trưng, Hà Nội","70,84 ",5.88,Hai Bà Trưng
Bán căn góc 68m 2ng 2vs full nội thất tại chung cư Trung Ương Đảng giá chỉ 3.78 tỷ sổ đỏ trao tay,68,"Nam Từ Liêm, Hà Nội","55,59 ",3.78,Nam Từ Liêm
Bán chung cư cao cấp liên hệ nhanh ạ,94,"Thanh Xuân, Hà Nội","72,34 ",6.8,Thanh Xuân
"Bán suất ngoại giao căn 2PN 68m2, giá tốt nhất dự án, nội thất cao cấp, HTLS 24T, pháp lý chuẩn",68,"Hoàng Mai, Hà Nội","55,88 ",3.8,Hoàng Mai
"Cần bán căn tập thể Lô góc 85m2, tầng 2 Thanh Xuân Bắc - Thanh Xuân - HN",85,"Thanh Xuân, Hà Nội","34,71 ",2.95,Thanh Xuân
Cần bán căn hộ 3PN 117m2 diện tích lớn nhất tại Vinhomes Ocean Park 1 giá chỉ 6.1 tỷ. LH 0376 368 ***,117,"Gia Lâm, Hà Nội","52,14 ",6.1,Gia Lâm
"Bán căn hộ tại chung cư Vinhomes Ocean Park, Gia Lâm, căn 2PN giá chỉ 2.65tỷ","58,7 ","Gia Lâm, Hà Nội","45,14 ",2.65,Gia Lâm
"CC bán căn hộ 3N 2WC 93.4m2 tòa S, sẵn sổ full đồ dự án Goldmark giá chỉ 6,1 tỷ. LH Ms Vân Hà","93,4 ","Bắc Từ Liêm, Hà Nội","65,31 ",6.1,Bắc Từ Liêm
"BÁN CĂN HỘ 2PN VIEW HỒ TÂY, FULL NỘI THẤT, SỔ HỒNG LÂU DÀI - HDI TÂY HỒ RESIDENCE",73,"Tây Hồ, Hà Nội","105,48 ",7.7,Tây Hồ
"Bán nhanh căn góc 61m2, căn góc C 69,8m2 - 2pn 1 phòng đn chung cư 789 Xuân Đỉnh, Ngoại Giao Đoàn.","70,7 ","Bắc Từ Liêm, Hà Nội","70,72 ",5,Bắc Từ Liêm
"Quỹ 6 căn 3 ngủ cuối cùng tại dự án Capital Elite 18 Phạm Hùng, quận Nam Từ Liêm, TP Hà Nội",119,"Nam Từ Liêm, Hà Nội","92,44 ",11,Nam Từ Liêm
"Bán căn hộ giá rẻ A6 -Khu đô thị Nam Trung Yên, Diện tích: 60m2,2 PN, 1 WC 3,5 tỷ,",60,"Cầu Giấy, Hà Nội","58,33 ",3.5,Cầu Giấy
Căn 2N 2VS toà S2.19 (tầng 9) - Giá 3.05 tỷ net,"62,4 ","Gia Lâm, Hà Nội","48,88 ",3.05,Gia Lâm
"Hiếm! Căn hộ An Bình Plaza 55.2m2 2PN giá 3.45 tỷ bao phí 0964 460 ***. Cam kết giá thật, ảnh thật","55,2 ","Nam Từ Liêm, Hà Nội","62,5 ",3.45,Nam Từ Liêm
"Siêu phẩm The Matrix One GD2, dự án chung cư cuối cùng trong nội thành. LH: 0812 818 ***",37,"Nam Từ Liêm, Hà Nội","102,7 ",3.8,Nam Từ Liêm
Tôi cần bán căn hộ Studio 50m2 full nội thất giá chỉ 4 tỷ tại Lancaster Luminaire - đường Láng,50,"Đống Đa, Hà Nội",80,4,Đống Đa
"Thiện chí muốn bán căn 2PN tại dự án Lumiere Evergreen - View nội khu,bể bơi trung tâm",64,"Nam Từ Liêm, Hà Nội","78,12 ",5,Nam Từ Liêm
"Chính chủ cần bán gấp trong tuần căn 3PN - 2VS Goldmark City, DT 99m2 giá 5 tỷ. LH 0925 128 ***",99,"Bắc Từ Liêm, Hà Nội","50,5 ",5,Bắc Từ Liêm
"Bán căn hộ The Grand Hàng Bài Hà Nội, miễn phí quản lí và đỗ xe, không ở có thể cho CĐT thuê lại",151,"Hoàn Kiếm, Hà Nội","516,56 ",78,Hoàn Kiếm
"Bán gấp, chung cư CCMN T1 phố Nguyễn Trãi - Ngã Tư Sở DT: 32 - 55m2 full nội thất, nhận nhà ở luôn",50,"Thanh Xuân, Hà Nội","31,8 ",1.59,Thanh Xuân
Mở bán chung cư mini Đình Thôn 1 - 2 phòng ngủ nhà mới chiết khấu cao chỉ từ 1 tỷ miễn TG,35,"Nam Từ Liêm, Hà Nội",30,1.05,Nam Từ Liêm
"Bán căn hộ cao cấp Hateco Laroma 100,9m2, 2PN, ban công B, nội thất đẹp, view Thủ Lệ, giá 11 tỷ","100,9 ","Đống Đa, Hà Nội","109,02 ",11,Đống Đa
"Mỹ Đình Plaza 1 - 125m2 3PN full đồ giá 6,38 tỷ chủ thiện trí bán có bớt và gia lộc cho khách",125,"Nam Từ Liêm, Hà Nội","51,04 ",6.38,Nam Từ Liêm
Tin thật Bán gấp căn hộ C5 Khu ĐT Mỹ Đình 80m2 3PN full nội thất mới sẵn sổ giá 4.5tỷ LH 0964 460 ***,80,"Nam Từ Liêm, Hà Nội","56,25 ",4.5,Nam Từ Liêm
Gia đình cần bán gấp căn hộ chung cư 3n 2wc tòa nhà Dream town giá bán 4tỷ bao phí.để lại nội thất,100,"Nam Từ Liêm, Hà Nội",40,4,Nam Từ Liêm
"Mỹ Đình Pearl chính chủ chuyển công tác bán gấp 2PN 79m2 view hồ giá 5,9tỷ. Giá tốt nhất thị trường",79,"Nam Từ Liêm, Hà Nội","74,68 ",5.9,Nam Từ Liêm
"Chính chủ cần bán gấp căn hộ tòa CT5 Sudico Mỹ Đình. DT 132m.TK 4PN2WC.Nội thất full đẹp. Giá 7,5tỷ",132,"Nam Từ Liêm, Hà Nội","56,82 ",7.5,Nam Từ Liêm
Cơ hội vàng! Căn hộ 3 phòng ngủ vip tại Vinhomes Metropolis - Full nội thất giá siêu tốt chỉ 17 tỷ,115,"Ba Đình, Hà Nội","147,83 ",17,Ba Đình
"Bán căn góc 3 ngủ Góc DT:103m tại Eco Lake View, 32 Đại Từ, Sổ đỏ sẵn, full đồ view đẹp giá 5.85 tỷ",103,"Hoàng Mai, Hà Nội","56,8 ",5.85,Hoàng Mai
"Căn hộ chung cư bán tại Handi Resco Lê Văn Lương, 5,3 tỷ, 70m2, hàng hiếm giá siêu hời",70,"Thanh Xuân, Hà Nội","75,71 ",5.3,Thanh Xuân
Chính Chủ Bán Gấp Tòa APARTMENT LÔ GÓC Phố Đê La Thành 75M x 8 Tầng 25 Tỷ Quận Đống Đa,75,"Đống Đa, Hà Nội","333,33 ",25,Đống Đa
"Cần bán căn góc 72m full nội thất tại chung cư 7A Lê Đức Thọ giá chỉ 4,3 tỷ sổ đỏ trao tay",70,"Cầu Giấy, Hà Nội","61,43 ",4.3,Cầu Giấy
Chính chủ bán căn 2 ngủ 2WC full nội thất. Giá 2.9 tỷ. LH 0971 478 ***,68,"Gia Lâm, Hà Nội","42,65 ",2.9,Gia Lâm
Rẻ nhất thị trường! Căn hộ 3 PN sáng diện tích 110m2 tại Times City giá chỉ 9.8 tỷ. LH: 0982 926 ***,110,"Hai Bà Trưng, Hà Nội","89,09 ",9.8,Hai Bà Trưng
"Bán căn 2PN tại tòa T11 tầng trung, ban công hướng Nam, chỉ 6,750 tỷ. LH E: 0813 489 ***",83,"Hai Bà Trưng, Hà Nội","81,32 ",6.75,Hai Bà Trưng
"Tôi cần bán CHCC 93m2 3PN full nội thất xịn chung cư 671 Hoàng Hoa Thám giá 6.5 tỷ, LH 0978 723 ***",93,"Ba Đình, Hà Nội","69,89 ",6.5,Ba Đình
"Bán gấp căn hộ studio 50m2 full nội thất nhập khẩu cao cấp tại Lancaster Núi Trúc, giá chỉ 5 tỷ",50,"Ba Đình, Hà Nội",100,5,Ba Đình
"Cần bán gấp chung cư Khương Thượng 35 - 52m2, giá chỉ 990tr căn full đồ, đã có sổ hồng vĩnh viễn",35,"Đống Đa, Hà Nội","37,14 ",1.3,Đống Đa
"Bán căn Studio full đồ giá chỉ 1ty630, Vinhomes Ocean Park",28,"Gia Lâm, Hà Nội","58,21 ",1.63,Gia Lâm
Cần bán gấp căn hộ 66.97m2 chung cư HH03 khu B1.3 Thanh Hà Cienco 5 0918 818 ***,"66,97 ","Hà Đông, Hà Nội","34,34 ",2.3,Hà Đông
"Năm mới bán căn chung cư Đặng Xá 48m2, căn góc giá 1.85 tỷ. Bao sổ",48,"Gia Lâm, Hà Nội","38,54 ",1.85,Gia Lâm
"Chính chủ cần bán căn hộ chung cư tại Golden Field Mỹ Đình, nhỉnh 5 tỷ, 74m2, LH 0357 536 ***",74,"Nam Từ Liêm, Hà Nội","67,57 ",5,Nam Từ Liêm
Tới Xa La ghé ngay CT6A nhà đẹp giá 2. X tỷ sở hữu ngay 67m2 cho căn 2 ngủ,67,"Hà Đông, Hà Nội","41,64 ",2.79,Hà Đông
"Bán gấp căn hộ 75m2 thiết kế 2pn full đồ giá 3,5 tỷ tại chung cư CT5 Xa La, sổ đỏ sang tên luôn",75,"Hà Đông, Hà Nội","46,67 ",3.5,Hà Đông
"Bán CĂN HỘ ""1 NGỦ + 1"" tại S1.11 Oceanpark 1 - Giá 2,8 tỷ, 43m2",43,"Gia Lâm, Hà Nội","65,12 ",2.8,Gia Lâm
"Cần bán căn hộ chung cư Viện Bỏng, Lê Hữu Trác, căn góc 3n2wc giá chỉ 46tr/m2",100,"Thanh Trì, Hà Nội",46,4.6,Thanh Trì
"Bán căn hộ tầng 1 rất đẹp vip có 1 0 2 còn sót lại tại Phố Thép Mới, KĐT Việt Hưng",86,"Long Biên, Hà Nội","98,84 ",8.5,Long Biên
"(Siêu hiếm)bán căn hộ siêu vip tại Indochina Plaza 117m2/3pn sẵn sổ đỏ-view đẹp,full đồ 0946 827 ***",117,"Cầu Giấy, Hà Nội","94,02 ",11,Cầu Giấy
"Gia đình cần bán nhanh căn hộ 51m2 tòa Ruby CT3 Phúc Lợi, Long Biên, Hà Nội. Giá: 2,35 tỷ",48,"Long Biên, Hà Nội","48,96 ",2.35,Long Biên
"Keangnam 126m2 - 3 ngủ nhà đẹp tầng cao giá 8,9 tỷ - đang cho thuê 40,307 triệu/tháng",126,"Nam Từ Liêm, Hà Nội","70,64 ",8.9,Nam Từ Liêm
Chính chủ bán nhanh căn 72m2 chung cư 195 Đội Cấn full nội thất cực đẹp giá chỉ nhỉnh 5 tỷ,72,"Ba Đình, Hà Nội","77,78 ",5.6,Ba Đình
"Bán chung cư Đồng Tàu - Thịnh Liệt. DT 68m2 3 ngủ 2 wc, giá 3,65 tỷ, LH 0983 873 ***",68,"Hoàng Mai, Hà Nội","53,68 ",3.65,Hoàng Mai
